f1,f2,vowel,learned_cat
867.3679634357907,1494.803753638046,a,0
615.7114842371585,2707.357354265098,i,1
430.56155650211093,2635.1466477314616,e,1
927.1196548813973,2338.764026919709,a,0
595.9773636367596,1130.8283109323847,e,1
737.7934612975014,1346.7175858809792,e,2
764.7781268447662,1990.9739504438426,e,0
978.6894473414171,2038.685692938414,a,2
555.5325150082705,2675.1681225215375,i,2
451.71341049850685,2276.2749729682732,e,1
555.2576404199951,1027.9289911177207,o,1
691.193988616502,1609.492532954376,e,1
642.4334596447386,1689.652300975306,a,2
909.061373936406,2168.657911290848,a,0
792.0040850381092,2034.7692329403387,a,2
969.9867455780113,1966.875136068996,a,0
366.32073573125973,2473.9474325630445,e,1
611.4522364212596,1826.924107210484,o,2
577.1409359016427,2020.5231620131128,e,1
749.469436538733,3160.552145548374,i,1
491.3422866577394,1409.0773063952327,u,1
495.7997852381979,2466.5057344573665,u,2
360.1955475919858,2187.2773988721665,e,1
524.9515816472838,1736.3761693006936,a,0
414.3599822600761,3023.5944214756732,i,1
397.7396050329262,2319.766699303515,e,2
593.2357940500623,1428.3065435289707,o,2
877.9303452503354,1505.3361155670868,o,0
613.1422868460828,1937.7941447105375,a,2
514.9909565071792,1887.2029317232473,i,2
824.8033637645841,2438.233286585814,a,1
581.8872820795252,3327.2115839383805,i,1
863.967478266604,2082.4102483582174,a,2
508.60406046810505,1576.1454793280063,i,0
519.1839459376299,1466.8984347657733,o,1
609.6221211881607,1686.3918358009057,a,1
943.9888701256069,1541.7573970605727,a,0
352.35550704274215,1870.215090343399,i,2
700.619919180273,1224.3208977500017,a,2
410.3501795364068,2098.4421623182816,e,1
512.3443308634982,686.1902879427388,o,0
715.7510638764817,1401.0329968504998,o,0
985.8928403422536,1575.7891083253621,a,2
788.7271231076115,990.2654438922783,a,2
783.9004225071874,1493.4173211976556,o,2
549.6493123566606,2667.4162185268174,i,2
419.93912542346106,2009.0999799744393,i,2
372.1803051839211,23.72091672789702,u,1
535.7830737250292,2390.5522321003823,e,1
796.4059344252904,1669.282620491581,a,2
597.4532444831794,2378.914248480911,e,1
305.6639072926429,2309.63105300176,i,2
606.5402160704402,1070.4458173011285,o,0
934.6170907197715,2049.599639568077,a,2
577.5915955372955,1357.7689153593365,a,2
811.5417503398944,2104.932258691987,a,0
737.2063191761085,2118.406470698526,a,2
607.8150614284938,2382.651126744281,e,2
801.4955963855674,1697.3040235447158,a,2
564.6601432753451,1846.664546043079,e,1
512.1205132311616,1269.2819009579932,o,1
661.6921287516617,2397.361767570922,e,2
915.6432728525492,2159.080845274221,a,0
585.570295027672,1292.1485650834356,o,1
431.41252679062916,2099.023623018741,e,2
800.0601963993097,2191.138171246654,e,2
486.1695584165177,633.6033018963938,o,1
425.7123163367569,1545.4554899119616,e,1
744.5203647552119,1721.463771403423,a,0
317.42694967115347,1547.1900934161556,o,1
696.183392582083,2282.963059813675,e,1
499.90102318145597,1762.0276273412917,o,2
759.9776915080574,1758.628417122861,a,0
492.1121213377886,1746.1965911311913,o,2
548.8276592670462,2283.2887307359383,e,2
763.1359323182619,2433.2893180750925,e,2
639.5603085863529,1610.128838465301,u,2
639.0440494106729,1015.1590598423993,o,0
564.8731122816237,1530.9965534906648,a,1
603.5741556601299,1058.350446617847,o,0
709.84311945236,1464.3786809555668,o,0
406.9860989374412,2065.1191595549267,i,1
613.6737533684474,2000.9567156618664,e,2
578.6387158691847,909.8929911849199,o,1
576.4093818153236,1878.2623394157558,e,2
510.7945340364641,2419.7795601150924,i,2
598.3942272528143,2090.193116721313,a,1
554.8482569189721,2078.279665670266,i,2
1016.2205053909577,1204.928344720288,a,0
816.9737271678631,1325.9741065278697,o,0
500.3168498850926,1930.0742665201428,a,1
532.5029364177183,2346.5841477067647,e,1
778.6053935238315,2269.499845042205,e,2
543.6437833712109,1848.1123024077533,e,0
734.9190404722589,2058.64908841673,i,0
559.3041108467752,1992.4733323926648,e,2
866.5599632064935,1261.0944403441713,o,0
738.5435789397701,1861.10408244281,e,0
446.4448196338018,2526.617711634578,i,1
984.4379828248776,2122.8493126703406,a,0
555.4435013693717,2151.754925541203,e,2
531.7326226942922,2155.5589221946407,e,2
747.3923263248058,1995.33971263925,a,0
737.8404549712143,2086.4178973009225,e,2
732.695108579338,842.1495532773046,o,1
804.3001878334434,1577.7265578857441,a,2
672.9417379413065,1540.3306296455205,e,0
786.0050899254564,1712.8495203253283,o,2
366.4227555211693,1508.8015405886254,e,1
479.90807915295545,2686.9953017752705,i,1
1079.9034542365762,2298.3411345304603,a,0
406.99320065406755,739.8290690647299,u,0
406.81109152154306,1007.7056462574062,u,1
677.195848452167,2340.141892649503,e,2
590.7118828658319,2244.758232022651,u,1
731.3360946769095,929.6772070996745,o,0
688.1024141299727,1275.0534094315017,i,0
914.6631075908454,2087.46077724263,a,2
455.78101029389364,1041.0405177162786,o,1
875.0830900686492,1463.7390291146285,o,0
704.0350798647141,1779.509206121536,e,2
483.69476253296676,1202.2271459106403,o,0
1101.6397907258024,2065.0634985417446,a,0
609.52594930279,2085.3514367846788,e,2
630.9948200540811,1924.0573995545049,e,2
360.10964511456876,1920.8615419640291,i,2
649.2211897953194,2474.4810924479166,e,1
444.2255071024425,1279.5964231914368,o,1
920.5874152780125,1563.909234745554,a,2
844.7183160812373,1835.039666565113,a,2
476.5482247378026,2375.95537991655,e,1
690.8213900226135,2010.5932938009887,e,2
649.8100598343772,1617.0545252621491,a,1
412.8433213314224,1613.8482898206898,u,1
640.9924248405523,2418.606537150952,i,1
859.8110748407092,1479.501083951072,a,1
799.6644721578313,1346.3070956436618,a,0
473.8229546843844,1519.2021572327549,o,2
809.3999194836135,1492.0763654921764,a,0
450.9966767130287,878.3004491339925,o,0
607.4898611709159,1902.1550734405087,e,1
379.5186820729656,1146.4612716624786,o,1
555.0029446109946,1256.9846638481995,e,0
624.4006569911877,1085.0186208689793,u,0
974.3582502507735,2266.229048271799,a,0
803.1338380357312,1240.7104613305985,o,0
623.7230809905635,2752.300363008885,i,1
507.8302528885844,1816.8804099720041,i,1
724.2637711364185,1707.5255439717962,e,2
475.4428483892291,1626.84699382014,e,0
549.2748304474144,2369.8489808004233,e,2
782.4339158706586,1536.6572287965298,o,2
575.1806462317535,2889.5621768670876,i,1
392.1755004055924,2018.9772603680576,e,2
519.0230182802044,2370.690007144496,i,2
686.3350979160568,2165.7355458838574,e,2
920.5175373160325,1261.3166880380109,o,0
895.9477856203896,1592.7220029182536,a,0
452.8938323071181,2547.871405720176,i,1
446.23184736759674,1070.4528524563373,o,0
971.881768687824,1523.4215986500967,a,0
935.2334774906908,1871.6317523909304,a,0
601.3687474482225,1926.6040354645502,o,2
352.6691193523021,1952.3431858969848,e,2
349.6359175177546,2146.6603527833563,e,2
649.4036258387837,885.8938936920532,o,1
611.0382085109575,1191.8490509591975,i,0
477.96508962989805,1753.3128536558484,i,1
710.5944169124022,1578.7149817441054,e,0
395.402417594562,1186.7124808086219,u,0
637.0652308685685,1412.3584121705983,o,0
539.1229269912391,1597.101737431362,e,0
802.3804420792577,2038.3168586819968,e,2
708.7755427844052,2299.8399323525537,e,2
942.8057876574835,1706.847101510925,a,0
367.7315830098071,184.69743167673687,u,1
783.40824198648,672.5761077660643,o,0
612.9705251223827,2148.4194629419435,e,1
539.9298028459701,1347.4481229951903,u,0
408.53012456883556,1555.732383341983,e,1
700.4534037280205,681.7157237185835,o,0
452.2073494581865,2908.428455738926,i,1
692.1208036846342,2645.007688872423,e,1
771.0379346756872,2097.3528692576506,e,2
773.1953570843317,1451.7049141410425,a,0
668.4778967237444,1942.5340450097879,e,1
733.4086391555966,1557.4008074238664,o,1
600.3806848911946,2155.690393808201,e,2
723.7708897483561,1743.1654082708892,a,2
528.8759056322634,1185.5185627057485,o,0
782.3601116650185,1504.3477893791278,a,0
520.414757331,1920.9970157350851,e,2
511.62765011362586,859.0019755708868,o,0
559.530170682974,2349.017879956357,e,1
420.9087944247415,1320.007637785293,a,1
368.3786554745611,172.03568116453812,u,1
420.55349260355086,2018.3509386253409,e,1
864.3095266139824,1604.4112495693344,a,0
194.50814597836182,2163.370499589572,e,1
875.6074027453578,1430.9739286172114,a,0
419.1084366470851,2414.188185062528,i,2
371.06662929991495,2420.539814661485,e,1
717.0854209187804,1797.296518141753,a,0
742.1018623486978,1943.4340314675794,e,2
661.7343917885898,2725.489942059159,e,1
481.57963527840695,958.8935026401148,o,0
636.4165001385575,1381.2242884060265,a,1
893.2761223374024,2813.9997979453537,i,2
472.69366849204766,1810.6836032173123,e,2
543.1981233695245,1930.7328507479497,i,2
687.5824938177338,1996.8359915250492,e,2
841.7552111470823,1862.8560666516817,a,0
492.01953400032875,2235.537138825443,u,2
856.2985865899103,1468.654171299088,a,0
486.35515929947485,2069.332460174581,o,2
483.256888156091,2080.95576489239,u,1
783.7733254937988,2018.8707027308496,a,1
543.9519036569772,1321.7091788225919,u,0
512.0757206930318,1725.0933245340022,e,2
634.4043920606533,3395.053884376418,i,1
598.2928552757696,2437.5756885301425,e,2
794.54636178486,1444.866153955667,a,0
616.0461774775381,2346.159805627859,o,1
386.17464677736746,1044.6547384466737,o,1
508.0205107692906,1220.1133424318218,o,0
399.3591256625057,1212.3752702150641,e,1
285.9506237305228,2357.727768749194,i,1
792.4809652605755,1648.0686273310905,a,0
610.5365438504019,3762.8442295658265,i,1
481.3880528655696,2235.9297382310397,i,2
580.8126255053301,1475.104223471325,a,1
472.54625153378936,1897.2266679650643,e,2
669.7210229924202,2041.2401320995748,a,2
536.8615673166969,2141.5152432480245,e,1
591.7561188461164,1520.666509005389,o,1
952.3337702758931,1400.2306636569092,a,2
443.1656164000088,1837.7861215949774,e,1
669.4292569356825,2484.630444706869,e,2
432.37871696529027,2623.8094807975117,i,2
708.6085237967967,2674.79391518284,e,2
997.8907945402611,1758.1711735527263,a,2
453.33705045816845,649.8447002283242,u,1
850.0821958081699,1802.0242397163483,a,2
421.89281209164665,1128.6506835415616,o,1
581.8425861828944,1113.19748692951,a,2
702.4428230293964,2138.0248890026373,o,1
425.8323609217798,673.9832869996887,u,0
384.59190449835114,2583.6876794519617,i,1
437.40670143301276,862.2037175029823,u,0
643.2825772766253,2455.8172475613037,i,2
500.25806730491956,2099.199513136545,o,1
881.9770023331404,1199.38133343166,a,0
668.3826665380986,2094.586952832799,e,2
542.0259936139762,2024.1053859748447,e,1
672.1675571013249,1340.4076731645364,o,1
541.7532352604338,1911.748015006464,e,2
745.2426277176615,2315.3110007625546,e,2
750.8001736806486,1152.2981684862261,o,0
973.1635139431883,2049.871559099339,a,0
414.85702041944944,1407.5598186155448,i,1
947.8106852640755,1337.8887542641837,a,0
748.3796152617646,802.9886428419777,o,0
575.4389975877124,1778.3651216069693,o,2
703.2732786419955,1577.6003768803055,a,0
730.7241072718771,2184.3258623003126,a,2
663.4144301895079,379.45753404834454,o,1
539.7444893050174,2756.511191164635,i,1
629.8583310837481,2368.4347799759994,u,1
683.8807084105894,1203.3420492751497,a,0
741.8313965213905,2439.990143542484,e,2
978.0821169551748,1404.0655829653751,a,2
402.7221494820899,1202.8761346301876,o,1
758.788052977473,1929.523538659111,a,0
628.6265287416082,2296.9323748036973,e,1
602.5039172904183,1341.1080485012365,o,1
931.8101366804824,1931.760227278036,a,0
547.2587093153535,2833.5535187340747,e,2
740.1146358603415,1809.352371712034,a,2
759.1007942538906,1674.2657920422132,e,2
745.5914889419709,1271.6836862342411,e,0
755.4723310478106,1816.1592168878456,a,2
472.3156555838237,2358.1977186045897,e,2
1101.9561099566263,2057.175997361552,a,0
576.5622168576516,2121.821122309354,e,1
701.3338868600017,2178.5702438157505,e,2
508.5888834479194,786.1213744944047,u,1
623.3810047260922,1666.8397269275624,o,0
395.90577105490627,1566.9151115570046,e,0
472.3819633506929,1052.7872830344463,o,0
391.89531477039367,2575.3653252924482,i,1
970.3953294108619,1908.9783473202729,a,0
687.1703844549136,1874.0471823826151,e,1
478.9682238380306,1813.2289315742687,o,1
864.3532508742949,1547.2485495981628,a,2
717.8186603671697,2247.545947253793,a,2
772.7905792653761,1058.1271862552605,o,1
646.9176209391555,2078.4037105533,a,2
989.5031908915794,2122.3175539679387,a,0
807.0661545673483,1443.970672216543,o,0
637.3590805144893,1028.0703614063236,o,1
