,f1,f2,duration,vowel,learned_cat
0,697.306755885602,2526.2800411461963,122.54250166382275,ih,0
1,782.3890256604242,1703.062828143353,157.08569419789455,ah,2
2,799.7715210394513,1979.9222426655178,17.010645946073055,ae,2
3,468.03626562268335,2714.7235281958206,86.3927954023012,iy,1
4,512.2981820262944,1645.7355401934142,8.516964990907844,ih,0
5,279.02593176585646,2299.0210035434966,93.93381262102048,iy,1
6,796.1585506719507,1561.66205435739,11.86813790688133,aa,2
7,736.0914133492702,1722.4724439468014,50.648517540920174,ah,0
8,781.1771957742162,1902.390422160677,104.03708645420285,eh,2
9,669.8812064758617,1715.6903178404793,219.2623881508521,ae,2
10,757.4461408059674,1732.1767151019505,187.99950523838254,ah,2
11,584.0244537913251,1723.133532146064,186.0054331549574,ah,1
12,443.8240728666505,2274.104166615245,20.70992367029895,iy,0
13,691.1747160709082,1520.1846274680297,61.010555289263195,eh,0
14,354.02729258360785,2132.43019778075,190.01103261075093,iy,1
15,617.7200514362934,1620.3896786018818,-0.1841042486926341,ah,1
16,456.9767332217755,1458.0941507920252,117.67513820359409,ah,1
17,579.4834013873545,2154.990337136427,128.331078749534,eh,0
18,730.5148077405412,1747.800724763252,71.23409346526878,eh,2
19,629.9104213037549,1847.0814057819548,101.53693715493259,eh,0
20,503.8440813722563,987.3671779030911,71.74092371121742,ah,0
21,742.6342762482186,1186.3661762257168,112.67685690074117,ah,2
22,436.95645327030684,2062.9498445376844,3.9801606285394087,ih,1
23,811.5508460304324,1769.7618901155972,149.34918307888591,ae,2
24,731.5858318251965,1578.4638136646056,57.62138055055456,eh,2
25,499.4625368258614,2171.1541114201104,161.2394313718423,ih,1
26,769.5852569119547,1529.2271465632596,195.8179752381451,aa,2
27,728.3164608839375,1967.9680936082716,163.12864858923652,ae,2
28,993.8741369176472,1802.7831166066169,28.492436079169906,ae,2
29,405.08103297854746,2066.160603461287,134.68859272900463,uw,1
30,614.2469712357182,1343.3053101698388,236.91326361645918,ah,2
31,382.3004897324336,2549.4689795784966,37.31942935587628,iy,1
32,509.7652767271787,2343.4078580016394,130.83176042943268,iy,1
33,510.7258510834048,2297.4765904761007,49.41240984701732,iy,0
34,625.6402047528114,2131.6682279183115,41.04314218127222,ih,0
35,573.3857666498791,2212.9666422423043,144.34186185376882,iy,0
36,628.3332153876469,1512.7660111870553,196.61282235637827,ah,2
37,508.887183324389,1774.039602023855,34.55120394556949,ah,0
38,387.12974518591216,1808.812048292895,31.29369411521717,ih,0
39,388.5984960849602,2206.0563330408613,113.94995393566793,ih,1
40,432.5082344420951,1774.8590427416564,62.24967204453617,ih,0
41,306.3154016611442,1630.3202037324095,117.58077979039024,ih,1
42,452.4472553433632,2475.8319280372775,171.27181153122194,iy,1
43,568.5944587799788,2474.7815894501846,93.24285869272407,ih,1
44,590.5314595442558,1666.3277210323029,68.7569450151187,ih,2
45,642.2837332898309,1663.199643145442,93.55374416188879,ah,2
46,281.1881998112109,1838.5802769990878,29.34702304630703,iy,2
47,601.3695319843509,1417.533255290247,140.81118085910657,eh,2
48,340.5755775025185,2092.1927180310577,96.6803708036067,iy,0
49,667.1904287512788,1806.8757651325059,180.75198701367646,aa,2
50,881.0886540455945,1602.5474404248214,214.56120375811832,ae,2
51,697.4092652429126,1653.1903894934403,-102.32145284741313,ah,2
52,508.47905234913617,2243.2895424671415,-5.105624517957864,ih,1
53,915.0271072654377,1747.8783812794065,160.77162373905887,ae,2
54,392.94066698743507,2424.418487114547,63.590424083944676,uw,1
55,673.6731325482298,1891.606637449275,54.26858687639745,eh,0
56,714.0933094679018,2012.5635102229955,119.12062437847663,eh,0
57,230.71046739973974,2647.940689149701,111.57415527947677,iy,1
58,687.9285732063292,2326.189824507519,186.94749574732143,ae,0
59,1045.0564048146182,1182.7321798847834,153.4881450082867,aa,2
60,475.2925065518325,2223.783325728103,94.61095474923273,ih,1
61,451.52150347468034,1962.359105040238,83.72265662182407,ih,1
62,834.8423235858419,2089.4530245589135,85.01544130285592,ae,2
63,428.98010608477324,2201.8238982309226,16.81186608000293,uw,0
64,642.4181411201822,1504.7752328931088,46.76781817239189,ah,1
65,583.2953422116925,2223.3504424200423,30.502638982777313,ih,0
66,623.1090787482467,1690.2732385917764,106.22127757502773,ih,0
67,616.9736823831307,1797.5208278665652,70.57113670203242,eh,2
68,508.0738529254402,1801.5866111378482,81.17716241598686,ih,0
69,589.2873135235317,1997.3121058690283,87.97279425259634,ih,0
70,675.0844065490536,2205.577824265136,16.60581551067026,ih,2
71,443.4063135859288,2640.79893592224,90.95474914061549,iy,1
72,561.1166866718323,2091.897691216021,62.245308275371706,ih,2
73,1081.1374197243936,1886.4923157678081,62.37833503331595,aa,2
74,511.76204111157546,1724.6362198037928,52.77730405798934,ih,2
75,269.26705493022575,2574.4342234220135,37.55697690701818,iy,1
76,421.5502543875258,1980.0249948704875,53.065963431608374,ih,0
77,448.0617640437921,1703.5958103691135,78.42108587945236,ih,0
78,400.1180974823457,1701.1312864773677,129.80527256420118,ah,2
